,e1,rel,e2
982,elena_of_greece_and_denmark,sibling,alexander_i_of_greece
983,elena_of_greece_and_denmark,sibling,george_ii_of_greece
984,elena_of_greece_and_denmark,sibling,paul_of_greece
985,elena_of_greece_and_denmark,sibling,irene_of_greece_duchess_of_aosta
986,elena_of_greece_and_denmark,sibling,princess_katherine_of_greece_and_denmark
987,elena_pavlovna_of_russia,sibling,alexandra_pavlovna_of_russia
988,elena_pavlovna_of_russia,sibling,alexander_i_of_russia
989,elena_pavlovna_of_russia,sibling,maria_pavlovna_of_russia
990,elena_pavlovna_of_russia,sibling,grand_duke_constantine_pavlovich_of_russia
991,elena_pavlovna_of_russia,sibling,catherine_pavlovna_of_russia
992,elena_pavlovna_of_russia,sibling,nicholas_i_of_russia
993,elena_pavlovna_of_russia,sibling,grand_duke_michael_pavlovich_of_russia
994,elena_pavlovna_of_russia,sibling,anna_pavlovna_of_russia
995,eleonor_gonzaga,sibling,ercole_gonzaga
996,eleonor_gonzaga,sibling,ferrante_gonzaga
997,eleonor_gonzaga,sibling,frederick_ii_duke_of_mantua
998,eleonora_de_medici,sibling,anna_de_medici
999,eleonora_de_medici,sibling,marie_de_medici
1000,eleonore_of_blois,sibling,theobald_ii_of_champagne
1001,eleonore_of_blois,sibling,stephen_of_england
1002,eleonore_of_blois,sibling,henry_of_blois
1003,elisabeth_christine_of_brunswick_wolfenbuttel,sibling,charlotte_christine_of_brunswick_luneburg
1004,elisabeth_marguerite_of_orleans,sibling,francoise_madeleine_dorleans
1005,elisabeth_marguerite_of_orleans,sibling,marguerite_louise_dorleans
1006,elisabeth_of_austria_1526,sibling,ferdinand_ii_archduke_of_austria
1007,elisabeth_of_austria_1526,sibling,eleanor_of_austria
1008,elisabeth_of_austria_1526,sibling,anna_of_austria
1009,elisabeth_of_austria_1526,sibling,charles_ii_of_austria
1010,elisabeth_of_austria_1526,sibling,johanna_of_austria
1011,elisabeth_of_austria_1526,sibling,maria_of_habsburg_archduchess_of_austria
1012,elisabeth_of_austria_1526,sibling,barbara_of_austria
1013,elisabeth_of_austria_1526,sibling,maximilian_ii_holy_roman_emperor
1014,elisabeth_of_austria_1526,sibling,catherine_of_austria
1015,elisabeth_of_austria_1554,sibling,albert_vii_archduke_of_austria
1016,elisabeth_of_austria_1554,sibling,rudolf_ii_holy_roman_emperor
1017,elisabeth_of_austria_1554,sibling,maximilian_iii_archduke_of_austria
1018,elisabeth_of_austria_1554,sibling,archduke_ernest_of_austria
1019,elisabeth_of_bavaria,sibling,karl_theodor_duke_in_bavaria
1020,elisabeth_of_bavaria,sibling,duchess_sophie_charlotte_augustine_in_bavaria
1021,elisabeth_of_bohemia,sibling,wenceslaus_king_of_the_romans
1022,elisabeth_of_france,sibling,gaston_duke_of_orleans
1023,elisabeth_of_france,sibling,henrietta_maria_of_france
1024,elisabeth_of_france,sibling,louis_xiii_of_france
1025,elisabeth_of_france,sibling,christine_marie_of_france
1026,elisabeth_of_romania,sibling,prince_nicholas_of_romania
1027,elisabeth_of_romania,sibling,maria_of_romania
1028,elisabeth_of_romania,sibling,carol_ii_of_romania
1029,elisabeth_of_romania,sibling,princess_ileana_of_romania
1030,elisabeth_of_valois,sibling,francis_ii_of_france
1031,elisabeth_of_valois,sibling,francois_duke_of_anjou
1032,elisabeth_of_valois,sibling,henry_iii_of_france
1033,elisabeth_of_valois,sibling,claude_of_valois
1034,elisabeth_of_valois,sibling,marguerite_de_valois
1035,elisabeth_of_valois,sibling,charles_ix_of_france
1036,elisabeth_of_wurttemberg,sibling,maria_fyodorovna_of_russia
1037,elizabeth_churchill_egerton,sibling,henrietta_churchill_2nd_duchess_of_marlborough
1038,elizabeth_churchill_egerton,sibling,anne_churchill
1039,elizabeth_of_aragon,sibling,alfonso_iii_of_aragon
1040,elizabeth_of_aragon,sibling,james_ii_of_aragon
1041,elizabeth_of_aragon,sibling,yolanda_of_aragon
1042,elizabeth_of_bohemia,sibling,charles_i_of_england
1043,elizabeth_of_bohemia,sibling,henry_frederick_prince_of_wales
1044,elizabeth_of_denmark_norway_and_sweden,sibling,christian_ii_of_denmark
1045,elizabeth_of_rhuddlan,sibling,edward_ii_of_england
1046,elizabeth_of_rhuddlan,sibling,margaret_plantagenet
1047,elizabeth_of_rhuddlan,sibling,joan_of_acre
1048,elizabeth_of_russia,sibling,anna_petrovna_of_russia
1049,elizabeth_of_york,sibling,mary_of_york
1050,elizabeth_of_york,sibling,perkin_warbeck
1051,elizabeth_of_york,sibling,catherine_of_york
1052,elizabeth_of_york,sibling,anne_of_york
1053,elizabeth_of_york,sibling,richard_of_shrewsbury_1st_duke_of_york
1054,elizabeth_of_york,sibling,cecily_of_york
1055,elizabeth_of_york,sibling,edward_v_of_england
1056,elizabeth_of_york_duchess_of_suffolk,sibling,george_plantagenet_1st_duke_of_clarence
1057,elizabeth_of_york_duchess_of_suffolk,sibling,edward_iv_of_england
1058,elizabeth_of_york_duchess_of_suffolk,sibling,margaret_of_york
1059,elizabeth_of_york_duchess_of_suffolk,sibling,richard_iii_of_england
1060,elizabeth_of_york_duchess_of_suffolk,sibling,anne_of_york_duchess_of_exeter
1061,elizabeth_plantagenet,sibling,henry_iv_of_england
1062,elizabeth_plantagenet,sibling,philippa_of_lancaster
1063,elizabeth_seymour,sibling,edward_seymour_1st_duke_of_somerset
1064,elizabeth_seymour,sibling,jane_seymour
1065,elizabeth_seymour,sibling,thomas_seymour_1st_baron_seymour_of_sudeley
1066,elizabeth_stuart_countess_of_lennox,sibling,william_cavendish_1st_earl_of_devonshire
1067,elizabeth_stuart_countess_of_lennox,sibling,mary_talbot_countess_of_shrewsbury
1068,ellen_nellie_wrenshall_grant,sibling,frederick_dent_grant
1069,ellen_nellie_wrenshall_grant,sibling,ulysses_s_grant_jr
1070,ellen_nellie_wrenshall_grant,sibling,jesse_root_grant
1071,elliott_roosevelt,sibling,anna_e_roosevelt
1072,elliott_roosevelt,sibling,james_roosevelt
1073,elliott_roosevelt,sibling,franklin_delano_roosevelt_jr
1074,elliott_roosevelt_i,sibling,corinne_roosevelt_robinson
1075,elliott_roosevelt_i,sibling,theodore_roosevelt
1076,elliott_roosevelt_i,sibling,bamie_roosevelt
1077,elvira_of_toro_infanta_of_leon,sibling,alfonso_vi_of_castile
1078,elvira_of_toro_infanta_of_leon,sibling,urraca_of_zamora_infanta_of_leon
1079,elvira_of_toro_infanta_of_leon,sibling,sancho_ii_of_castile
1080,emanuele_filiberto_2nd_duke_of_aosta,sibling,vittorio_emanuele_count_of_turin
1081,emanuele_filiberto_2nd_duke_of_aosta,sibling,luigi_amedeo_duke_of_the_abruzzi
1082,emily_fitzgerald_duchess_of_leinster,sibling,charles_lennox_3rd_duke_of_richmond
1083,emily_fitzgerald_duchess_of_leinster,sibling,lady_sarah_lennox
1084,emily_fitzgerald_duchess_of_leinster,sibling,lady_caroline_lennox
1085,emily_fitzgerald_duchess_of_leinster,sibling,lord_george_lennox
1086,empress_beatrice_of_hohenstaufen,sibling,kunigunde_of_hohenstaufen
1087,empress_beatrice_of_hohenstaufen,sibling,marie_of_hohenstaufen
1088,empress_matilda,sibling,william_adelin
1089,ercole_gonzaga,sibling,frederick_ii_duke_of_mantua
1090,ercole_gonzaga,sibling,ferrante_gonzaga
1091,ercole_gonzaga,sibling,eleonor_gonzaga
1092,ercole_iii_deste_duke_of_modena,sibling,maria_teresa_deste
1093,ercole_iii_deste_duke_of_modena,sibling,maria_fortunata_deste
1094,ernest_augustus_duke_of_york_and_albany,sibling,george_i_of_great_britain
1095,ernest_augustus_duke_of_york_and_albany,sibling,sophia_charlotte_of_hanover
1096,ernest_augustus_i_of_hanover,sibling,prince_edward_augustus_duke_of_kent_and_strathearn
1097,ernest_augustus_i_of_hanover,sibling,prince_frederick_duke_of_york_and_albany
1098,ernest_augustus_i_of_hanover,sibling,prince_adolphus_duke_of_cambridge
1099,ernest_augustus_i_of_hanover,sibling,princess_augusta_sophia_of_the_united_kingdom
1100,ernest_augustus_i_of_hanover,sibling,prince_alfred_of_great_britain
1101,ernest_augustus_i_of_hanover,sibling,princess_amelia_of_the_united_kingdom
1102,ernest_augustus_i_of_hanover,sibling,princess_elizabeth_of_the_united_kingdom
1103,ernest_augustus_i_of_hanover,sibling,princess_sophia_of_the_united_kingdom
1104,ernest_augustus_i_of_hanover,sibling,george_iv_of_the_united_kingdom
1105,ernest_augustus_i_of_hanover,sibling,charlotte_princess_royal
1106,ernest_augustus_i_of_hanover,sibling,prince_octavius_of_great_britain
1107,ernest_augustus_i_of_hanover,sibling,prince_augustus_frederick_duke_of_sussex
1108,ernest_augustus_i_of_hanover,sibling,princess_mary_duchess_of_gloucester_and_edinburgh
1109,ernest_louis_grand_duke_of_hesse,sibling,grand_duchess_elizabeth_fyodorovna
1110,ernest_louis_grand_duke_of_hesse,sibling,princess_victoria_of_hesse_and_by_rhine
1111,ernest_louis_grand_duke_of_hesse,sibling,prince_friedrich_of_hesse_and_by_rhine
1112,ernest_louis_grand_duke_of_hesse,sibling,princess_irene_of_hesse_and_by_rhine
1113,ernest_louis_grand_duke_of_hesse,sibling,alexandra_fyodorovna_of_hesse
1114,ernest_louis_grand_duke_of_hesse,sibling,princess_marie_of_hesse_and_by_rhine
1115,ernestine_gilbreth_carey,sibling,frank_gilbreth_jr
1116,esau,sibling,jacob
1117,ethel_barrymore,sibling,lionel_barrymore
1118,ethel_barrymore,sibling,john_barrymore
1119,ethel_lilian_voynich,sibling,geoffrey_ingram_taylor
1120,ethel_roosevelt_derby,sibling,theodore_roosevelt_jr
1121,ethel_roosevelt_derby,sibling,kermit_roosevelt
1122,ethel_roosevelt_derby,sibling,archibald_roosevelt
1123,ethel_roosevelt_derby,sibling,quentin_roosevelt
1124,ethelbald_of_wessex,sibling,ethelbert_of_wessex
1125,ethelbald_of_wessex,sibling,alfred_the_great
1126,ethelbald_of_wessex,sibling,ethelred_of_wessex
1127,ethelbert_of_wessex,sibling,ethelred_of_wessex
1128,ethelbert_of_wessex,sibling,alfred_the_great
1129,ethelbert_of_wessex,sibling,ethelbald_of_wessex
1130,ethelfleda,sibling,edward_the_elder
1131,ethelred_of_wessex,sibling,ethelbert_of_wessex
1132,ethelred_of_wessex,sibling,alfred_the_great
1133,ethelred_of_wessex,sibling,ethelbald_of_wessex
1134,eudes_iv_duke_of_burgundy,sibling,joan_the_lame
1135,eudes_iv_duke_of_burgundy,sibling,margaret_of_burgundy_queen_of_navarre
1136,eugene_de_beauharnais,sibling,hortense_de_beauharnais
1137,eulalia_duchess_of_galliera,sibling,infanta_maria_de_la_paz_of_spain
1138,eulalia_duchess_of_galliera,sibling,alfonso_xii_of_spain
1139,eunice_kennedy_shriver,sibling,kathleen_cavendish
1140,eunice_kennedy_shriver,sibling,ted_kennedy
1141,eunice_kennedy_shriver,sibling,john_f_kennedy
1142,eunice_kennedy_shriver,sibling,joseph_p_kennedy_jr
1143,eunice_kennedy_shriver,sibling,patricia_kennedy_lawford
1144,eunice_kennedy_shriver,sibling,rosemary_kennedy
1145,eunice_kennedy_shriver,sibling,robert_f_kennedy
1146,eustace_iv_of_boulogne,sibling,william_of_blois
1147,eustace_iv_of_boulogne,sibling,marie_of_boulogne
1148,eva_marshal,sibling,isabel_marshal
1149,eve_curie,sibling,irene_joliot-curie
1150,evelyn_cavendish_duchess_of_devonshire,sibling,henry_petty_fitzmaurice_6th_marquess_of_lansdowne
1151,farouk_of_egypt,sibling,fawzia_shirin
1152,fawzia_shirin,sibling,farouk_of_egypt
1153,felipe_prospero_of_habsburg,sibling,charles_ii_of_spain
1154,felipe_prospero_of_habsburg,sibling,margaret_theresa_of_spain
1155,felix_of_bourbon-parma,sibling,zita_of_bourbon-parma
1156,ferdinand_duke_of_genoa,sibling,victor_emmanuel_ii_of_italy
1157,ferdinand_duke_of_parma,sibling,maria_luisa_of_parma
1158,ferdinand_duke_of_parma,sibling,isabella_maria_of_parma
1159,ferdinand_i_holy_roman_emperor,sibling,maria_of_austria
1160,ferdinand_i_holy_roman_emperor,sibling,eleanor_of_spain
1161,ferdinand_i_holy_roman_emperor,sibling,isabella_of_burgundy
1162,ferdinand_i_holy_roman_emperor,sibling,catarina_of_spain
1163,ferdinand_i_holy_roman_emperor,sibling,charles_v_holy_roman_emperor
1164,ferdinand_i_of_austria,sibling,archduchess_clementina_princess_of_salerno
1165,ferdinand_i_of_austria,sibling,maria_leopoldina_of_austria
1166,ferdinand_i_of_austria,sibling,marie_louise_duchess_of_parma
1167,ferdinand_i_of_austria,sibling,archduke_franz_karl_of_austria
1168,ferdinand_i_of_bulgaria,sibling,princess_clotilde_of_saxe_coburg_and_gotha
1169,ferdinand_i_of_the_two_sicilies,sibling,charles_iv_of_spain
1170,ferdinand_i_of_the_two_sicilies,sibling,maria_louisa_of_spain
1171,ferdinand_i_of_the_two_sicilies,sibling,gabriel_de_borbon
1172,ferdinand_ii_archduke_of_austria,sibling,elisabeth_of_austria_1526
1173,ferdinand_ii_archduke_of_austria,sibling,eleanor_of_austria
1174,ferdinand_ii_archduke_of_austria,sibling,anna_of_austria
1175,ferdinand_ii_archduke_of_austria,sibling,charles_ii_of_austria
1176,ferdinand_ii_archduke_of_austria,sibling,johanna_of_austria
1177,ferdinand_ii_archduke_of_austria,sibling,maria_of_habsburg_archduchess_of_austria
1178,ferdinand_ii_archduke_of_austria,sibling,barbara_of_austria
1179,ferdinand_ii_archduke_of_austria,sibling,maximilian_ii_holy_roman_emperor
1180,ferdinand_ii_archduke_of_austria,sibling,catherine_of_austria
1181,ferdinand_ii_of_the_two_sicilies,sibling,marie_antoinette_of_tuscany
1182,ferdinand_ii_of_the_two_sicilies,sibling,prince_louis_count_of_aquila
1183,ferdinand_ii_of_the_two_sicilies,sibling,princess_maria_amalia_of_bourbon_two_sicilies
1184,ferdinand_ii_of_the_two_sicilies,sibling,princess_maria_carolina_of_bourbon_two_sicilies
1185,ferdinand_ii_of_the_two_sicilies,sibling,maria_christina_of_the_two_sicilies
1186,ferdinand_ii_of_the_two_sicilies,sibling,teresa_of_the_two_sicilies
1187,ferdinand_ii_of_the_two_sicilies,sibling,princess_luisa_carlotta_of_the_two_sicilies
1188,ferdinand_iii_grand_duke_of_tuscany,sibling,archduchess_maria_clementina_of_austria
1189,ferdinand_iii_grand_duke_of_tuscany,sibling,archduke_alexander_leopold_of_austria
1190,ferdinand_iii_grand_duke_of_tuscany,sibling,archduke_joseph_of_austria_palatine_of_hungary
1191,ferdinand_iii_grand_duke_of_tuscany,sibling,archduke_rainer_of_austria
1192,ferdinand_iii_grand_duke_of_tuscany,sibling,archduke_louis_of_austria
1193,ferdinand_iii_grand_duke_of_tuscany,sibling,francis_ii_holy_roman_emperor
1194,ferdinand_iii_grand_duke_of_tuscany,sibling,rudolf_cardinal_von_habsburg_lothringen
1195,ferdinand_iii_grand_duke_of_tuscany,sibling,archduke_johann_of_austria
1196,ferdinand_iii_grand_duke_of_tuscany,sibling,archduchess_maria_theresia_of_austria
1197,ferdinand_iii_grand_duke_of_tuscany,sibling,archduke_anton_victor_of_austria
1198,ferdinand_iii_grand_duke_of_tuscany,sibling,archduke_charles_duke_of_teschen
1199,ferdinand_iii_of_castile,sibling,berenguela_of_leon
1200,ferdinand_iv_of_castile,sibling,beatrice_of_castile
1201,ferdinand_vi_of_spain,sibling,louis_of_spain
1202,ferdinand_vii_of_spain,sibling,maria_isabella_of_spain
1203,ferdinand_vii_of_spain,sibling,francisco_de_paula_duke_of_cadiz
1204,ferdinand_vii_of_spain,sibling,maria_louisa_of_spain_duchess_of_lucca
1205,ferdinand_vii_of_spain,sibling,infante_carlos_count_of_molina
1206,ferdinand_vii_of_spain,sibling,charlotte_of_spain
1207,ferdinando_iii_de_medici,sibling,anna_maria_luisa_de_medici
1208,ferdinando_iii_de_medici,sibling,gian_gastone_de_medici_grand_duke_of_tuscany
1209,ferdinando_stanley_5th_earl_of_derby,sibling,william_stanley_6th_earl_of_derby
1210,ferrante_gonzaga,sibling,ercole_gonzaga
1211,ferrante_gonzaga,sibling,frederick_ii_duke_of_mantua
1212,ferrante_gonzaga,sibling,eleonor_gonzaga
1213,frances_seymour_duchess_of_somerset,sibling,robert_devereux_3rd_earl_of_essex
1214,francesco_ii_sforza,sibling,maximilian_sforza
1215,francis_austen,sibling,cassandra_austen
1216,francis_austen,sibling,jane_austen
1217,francis_darwin,sibling,george_darwin
1218,francis_darwin,sibling,leonard_darwin
1219,francis_i_holy_roman_emperor,sibling,prince_charles_alexander_of_lorraine
1220,francis_i_of_france,sibling,marguerite_de_navarre
1221,francis_i_of_the_two_sicilies,sibling,maria_teresa_of_the_two_sicilies
1222,francis_i_of_the_two_sicilies,sibling,luisa_of_the_two_sicilies
1223,francis_i_of_the_two_sicilies,sibling,princess_maria_antonietta_of_naples_and_sicily
1224,francis_i_of_the_two_sicilies,sibling,maria_amalia_of_the_two_sicilies
1225,francis_ii_holy_roman_emperor,sibling,archduchess_maria_clementina_of_austria
1226,francis_ii_holy_roman_emperor,sibling,archduke_alexander_leopold_of_austria
1227,francis_ii_holy_roman_emperor,sibling,archduke_joseph_of_austria_palatine_of_hungary
1228,francis_ii_holy_roman_emperor,sibling,archduke_rainer_of_austria
1229,francis_ii_holy_roman_emperor,sibling,archduke_louis_of_austria
1230,francis_ii_holy_roman_emperor,sibling,rudolf_cardinal_von_habsburg_lothringen
1231,francis_ii_holy_roman_emperor,sibling,archduke_johann_of_austria
1232,francis_ii_holy_roman_emperor,sibling,archduchess_maria_theresia_of_austria
1233,francis_ii_holy_roman_emperor,sibling,archduke_anton_victor_of_austria
1234,francis_ii_holy_roman_emperor,sibling,archduke_charles_duke_of_teschen
1235,francis_ii_holy_roman_emperor,sibling,ferdinand_iii_grand_duke_of_tuscany
1236,francis_ii_of_france,sibling,francois_duke_of_anjou
1237,francis_ii_of_france,sibling,henry_iii_of_france
1238,francis_ii_of_france,sibling,elisabeth_of_valois
1239,francis_ii_of_france,sibling,claude_of_valois
1240,francis_ii_of_france,sibling,marguerite_de_valois
1241,francis_ii_of_france,sibling,charles_ix_of_france
1242,francis_seymour_conway_2nd_marquess_of_hertford,sibling,lord_hugh_seymour
1243,francisco_de_paula_duke_of_cadiz,sibling,maria_isabella_of_spain
1244,francisco_de_paula_duke_of_cadiz,sibling,ferdinand_vii_of_spain
1245,francisco_de_paula_duke_of_cadiz,sibling,maria_louisa_of_spain_duchess_of_lucca
1246,francisco_de_paula_duke_of_cadiz,sibling,infante_carlos_count_of_molina
1247,francisco_de_paula_duke_of_cadiz,sibling,charlotte_of_spain
1248,francois_dauphin_of_france,sibling,madeleine_de_valois
1249,francois_dauphin_of_france,sibling,margaret_of_france_duchess_of_berry
1250,francois_dauphin_of_france,sibling,charles_de_valois_duc_dorleans
1251,francois_dauphin_of_france,sibling,henry_ii_of_france
1252,francois_dorleans_prince_de_joinville,sibling,prince_ferdinand_philippe_dorleans
1253,francois_dorleans_prince_de_joinville,sibling,louis_duke_of_nemours
1254,francois_dorleans_prince_de_joinville,sibling,louise-marie_of_france
1255,francois_dorleans_prince_de_joinville,sibling,princess_marie_of_orleans
1256,francois_dorleans_prince_de_joinville,sibling,antoine_duke_of_montpensier
1257,francois_dorleans_prince_de_joinville,sibling,henri_dorleans_duc_daumale
1258,francois_dorleans_prince_de_joinville,sibling,clementine_of_orleans
1259,francois_duke_of_anjou,sibling,francis_ii_of_france
1260,francois_duke_of_anjou,sibling,henry_iii_of_france
1261,francois_duke_of_anjou,sibling,elisabeth_of_valois
1262,francois_duke_of_anjou,sibling,claude_of_valois
1263,francois_duke_of_anjou,sibling,marguerite_de_valois
1264,francois_duke_of_anjou,sibling,charles_ix_of_france
1265,francoise_madeleine_dorleans,sibling,elisabeth_marguerite_of_orleans
1266,francoise_madeleine_dorleans,sibling,marguerite_louise_dorleans
1267,francoise_marie_de_bourbon,sibling,louise_francoise_de_bourbon
1268,francoise_marie_de_bourbon,sibling,louise_marie_anne_de_bourbon
1269,frank_gilbreth_jr,sibling,ernestine_gilbreth_carey
1270,frankie_gaye,sibling,marvin_gaye
1271,franklin_delano_roosevelt_jr,sibling,anna_e_roosevelt
1272,franklin_delano_roosevelt_jr,sibling,james_roosevelt
1273,franklin_delano_roosevelt_jr,sibling,elliott_roosevelt
1274,franz_i_prince_of_liechtenstein,sibling,johannes_ii_prince_of_liechtenstein
1275,franz_joseph_i_of_austria,sibling,archduke_carl_ludwig_of_austria
1276,franz_joseph_i_of_austria,sibling,maximilian_i_of_mexico
1277,franz_xaver_wolfgang_mozart,sibling,karl_thomas_mozart
1278,frederica_of_baden,sibling,louise_of_baden
1279,frederica_of_mecklenburg-strelitz,sibling,georg_grand_duke_of_mecklenburg_strelitz
1280,frederica_of_mecklenburg-strelitz,sibling,louise_of_mecklenburg-strelitz
1281,frederick_dent_grant,sibling,ulysses_s_grant_jr
1282,frederick_dent_grant,sibling,ellen_nellie_wrenshall_grant
1283,frederick_dent_grant,sibling,jesse_root_grant
1284,frederick_i_of_austria,sibling,leopold_i_duke_of_austria
1285,frederick_i_of_austria,sibling,albert_ii_duke_of_austria
1286,frederick_i_of_denmark,sibling,margaret_of_denmark
1287,frederick_i_of_denmark,sibling,john_i_of_denmark
1288,frederick_ii_duke_of_mantua,sibling,ercole_gonzaga
1289,frederick_ii_duke_of_mantua,sibling,ferrante_gonzaga
1290,frederick_ii_duke_of_mantua,sibling,eleonor_gonzaga
1291,frederick_ii_of_prussia,sibling,princess_philippine_charlotte_of_prussia
1292,frederick_ii_of_prussia,sibling,princess_friederike_luise_of_prussia
1293,frederick_ii_of_prussia,sibling,louisa_ulrika_of_prussia
1294,frederick_ii_of_prussia,sibling,princess_sophia_dorothea_of_prussia
1295,frederick_ii_of_prussia,sibling,wilhelmine_of_bayreuth
1296,frederick_ii_of_prussia,sibling,prince_henry_of_prussia
1297,frederick_ii_of_prussia,sibling,princess_anna_amalia_of_prussia
1298,frederick_ii_of_prussia,sibling,prince_ferdinand_of_prussia
1299,frederick_ii_of_prussia,sibling,prince_augustus_william_of_prussia
1300,frederick_iii_german_emperor,sibling,princess_louise_of_prussia
1301,frederick_iv_elector_palatine,sibling,maria_of_palatinate_simmern
1302,frederick_ix_of_denmark,sibling,prince_knud_of_denmark
1303,frederick_john_robinson_1st_viscount_goderich,sibling,thomas_robinson_2nd_earl_de_grey
1304,frederick_prince_of_wales,sibling,prince_william_augustus_duke_of_cumberland
1305,frederick_prince_of_wales,sibling,anne_princess_royal_and_princess_of_orange
1306,frederick_prince_of_wales,sibling,princess_mary_of_great_britain
1307,frederick_prince_of_wales,sibling,princess_caroline_elizabeth_of_great_britain
1308,frederick_prince_of_wales,sibling,princess_amelia_sophia_of_great_britain
1309,frederick_prince_of_wales,sibling,louise_of_great_britain
1310,frederick_viii_of_denmark,sibling,maria_fyodorovna
1311,frederick_viii_of_denmark,sibling,prince_valdemar_of_denmark
1312,frederick_viii_of_denmark,sibling,george_i_of_greece
1313,frederick_viii_of_denmark,sibling,alexandra_of_denmark
1314,frederick_viii_of_denmark,sibling,princess_thyra_of_denmark
1315,frederick_william_iv_of_prussia,sibling,william_i_german_emperor
1316,frederick_william_iv_of_prussia,sibling,alexandra_fyodorovna
1317,frederick_william_iv_of_prussia,sibling,princess_alexandrine_of_prussia
1318,frederick_william_iv_of_prussia,sibling,prince_albert_of_prussia
1319,frederika_of_hanover,sibling,prince_george_william_of_hanover
1320,gabriel_de_borbon,sibling,charles_iv_of_spain
1321,gabriel_de_borbon,sibling,maria_louisa_of_spain
1322,gabriel_de_borbon,sibling,ferdinand_i_of_the_two_sicilies
1323,galla,sibling,valentinian_ii
1324,galyani_vadhana,sibling,ananda_mahidol
1325,gary_crosby,sibling,lindsay_crosby
1326,gaston_duke_of_orleans,sibling,henrietta_maria_of_france
1327,gaston_duke_of_orleans,sibling,elisabeth_of_france
1328,gaston_duke_of_orleans,sibling,louis_xiii_of_france
1329,gaston_duke_of_orleans,sibling,christine_marie_of_france
1330,geoffrey_ii_duke_of_brittany,sibling,richard_i_of_england
1331,geoffrey_ii_duke_of_brittany,sibling,matilda_of_england_duchess_of_saxony
1332,geoffrey_ii_duke_of_brittany,sibling,henry_the_young_king
1333,geoffrey_ii_duke_of_brittany,sibling,leonora_of_england
1334,geoffrey_ii_duke_of_brittany,sibling,joan_of_england_queen_of_sicily
1335,geoffrey_ii_duke_of_brittany,sibling,john_of_england
1336,geoffrey_ingram_taylor,sibling,ethel_lilian_voynich
1337,georg_grand_duke_of_mecklenburg_strelitz,sibling,louise_of_mecklenburg-strelitz
1338,georg_grand_duke_of_mecklenburg_strelitz,sibling,frederica_of_mecklenburg-strelitz
1339,george_cambridge_2nd_marquess_of_cambridge,sibling,lady_helena_gibbs
1340,george_cambridge_2nd_marquess_of_cambridge,sibling,mary_somerset_duchess_of_beaufort
1341,george_crown_prince_of_serbia,sibling,princess_helen_of_serbia
1342,george_crown_prince_of_serbia,sibling,alexander_i_of_yugoslavia
1343,george_darwin,sibling,francis_darwin
1344,george_darwin,sibling,leonard_darwin
1345,george_i_of_great_britain,sibling,sophia_charlotte_of_hanover
1346,george_i_of_great_britain,sibling,ernest_augustus_duke_of_york_and_albany
1347,george_i_of_greece,sibling,maria_fyodorovna
1348,george_i_of_greece,sibling,prince_valdemar_of_denmark
1349,george_i_of_greece,sibling,alexandra_of_denmark
1350,george_i_of_greece,sibling,frederick_viii_of_denmark
1351,george_i_of_greece,sibling,princess_thyra_of_denmark
1352,george_ii_of_great_britain,sibling,sophia_dorothea_of_hanover
1353,george_ii_of_greece,sibling,alexander_i_of_greece
1354,george_ii_of_greece,sibling,elena_of_greece_and_denmark
1355,george_ii_of_greece,sibling,irene_of_greece_duchess_of_aosta
1356,george_ii_of_greece,sibling,paul_of_greece
1357,george_ii_of_greece,sibling,princess_katherine_of_greece_and_denmark
1358,george_iii_of_the_united_kingdom,sibling,prince_edward_augustus_duke_of_york_and_albany
1359,george_iii_of_the_united_kingdom,sibling,caroline_matilda_of_wales
1360,george_iii_of_the_united_kingdom,sibling,princess_augusta_charlotte_of_wales
1361,george_iii_of_the_united_kingdom,sibling,princess_louisa_anne_of_wales
1362,george_iv_of_the_united_kingdom,sibling,prince_edward_augustus_duke_of_kent_and_strathearn
1363,george_iv_of_the_united_kingdom,sibling,prince_frederick_duke_of_york_and_albany
1364,george_iv_of_the_united_kingdom,sibling,prince_adolphus_duke_of_cambridge
1365,george_iv_of_the_united_kingdom,sibling,princess_augusta_sophia_of_the_united_kingdom
1366,george_iv_of_the_united_kingdom,sibling,prince_alfred_of_great_britain
1367,george_iv_of_the_united_kingdom,sibling,princess_amelia_of_the_united_kingdom
1368,george_iv_of_the_united_kingdom,sibling,princess_elizabeth_of_the_united_kingdom
1369,george_iv_of_the_united_kingdom,sibling,ernest_augustus_i_of_hanover
1370,george_iv_of_the_united_kingdom,sibling,princess_sophia_of_the_united_kingdom
1371,george_iv_of_the_united_kingdom,sibling,charlotte_princess_royal
1372,george_iv_of_the_united_kingdom,sibling,prince_octavius_of_great_britain
1373,george_iv_of_the_united_kingdom,sibling,prince_augustus_frederick_duke_of_sussex
1374,george_iv_of_the_united_kingdom,sibling,princess_mary_duchess_of_gloucester_and_edinburgh
1375,george_keppel_3rd_earl_of_albemarle,sibling,augustus_keppel_1st_viscount_keppel
1376,george_of_denmark,sibling,ulrike_eleonora_of_denmark
1377,george_of_denmark,sibling,christian_v_of_denmark
1378,george_plantagenet_1st_duke_of_clarence,sibling,edward_iv_of_england
1379,george_plantagenet_1st_duke_of_clarence,sibling,elizabeth_of_york_duchess_of_suffolk
1380,george_plantagenet_1st_duke_of_clarence,sibling,margaret_of_york
1381,george_plantagenet_1st_duke_of_clarence,sibling,richard_iii_of_england
